country, product, quantity, price
MA,Product 7765,44,43.64
ZA,Product 7766,35,91.93
ZA,Product 7767,99,26.78
GH,Product 7768,91,53.61
NG,Product 7769,84,86.14
GH,Product 7770,44,1.66
ZA,Product 7771,31,27.16
NG,Product 7772,2,36.15
ZA,Product 7773,58,52.51
NG,Product 7774,21,62.15
NG,Product 7775,35,58.60
GH,Product 7776,16,60.00
ZA,Product 7777,22,9.27
NG,Product 7778,79,23.26
MA,Product 7779,46,44.56
NG,Product 7780,4,62.51
GH,Product 7781,99,90.64
KE,Product 7782,37,27.15
NG,Product 7783,71,12.56
GH,Product 7784,51,23.03
GH,Product 7785,98,0.35
GH,Product 7786,8,81.89
NG,Product 7787,65,72.56
GH,Product 7788,1,9.12
GH,Product 7789,51,57.68
NG,Product 7790,67,10.76
ZA,Product 7791,33,70.38
MA,Product 7792,16,70.00
ZA,Product 7793,5,36.26
NG,Product 7794,5,11.85
NG,Product 7795,99,16.81
KE,Product 7796,26,10.94
ZA,Product 7797,69,56.67
MA,Product 7798,91,22.19
MA,Product 7799,27,47.91
KE,Product 7800,84,84.45
ZA,Product 7801,20,5.98
GH,Product 7802,44,71.50
KE,Product 7803,94,15.95
KE,Product 7804,23,25.53
NG,Product 7805,4,82.89
NG,Product 7806,61,63.29
KE,Product 7807,92,30.59
NG,Product 7808,86,60.75
NG,Product 7809,54,25.89
KE,Product 7810,5,79.10
MA,Product 7811,26,50.58
KE,Product 7812,4,1.25
NG,Product 7813,95,52.66
NG,Product 7814,36,21.68
KE,Product 7815,71,91.25
MA,Product 7816,8,0.15
MA,Product 7817,47,29.53
ZA,Product 7818,8,71.95
GH,Product 7819,66,48.64
GH,Product 7820,92,16.40
GH,Product 7821,59,89.11
GH,Product 7822,80,50.15
NG,Product 7823,96,31.00
NG,Product 7824,92,8.21
GH,Product 7825,42,43.35
KE,Product 7826,45,38.22
KE,Product 7827,0,42.45
KE,Product 7828,85,43.61
NG,Product 7829,37,14.42
KE,Product 7830,28,67.08
KE,Product 7831,41,35.41
NG,Product 7832,47,65.72
ZA,Product 7833,0,94.14
KE,Product 7834,92,59.39
NG,Product 7835,45,53.96
NG,Product 7836,90,95.32
KE,Product 7837,34,17.11
NG,Product 7838,86,84.27
KE,Product 7839,1,65.47
MA,Product 7840,34,21.27
GH,Product 7841,61,37.71
ZA,Product 7842,46,9.81
KE,Product 7843,36,63.11
KE,Product 7844,12,4.89
NG,Product 7845,10,35.64
NG,Product 7846,85,85.60
ZA,Product 7847,95,70.22
KE,Product 7848,50,90.49
NG,Product 7849,69,0.20
ZA,Product 7850,37,18.65
NG,Product 7851,5,50.41
KE,Product 7852,85,24.93
KE,Product 7853,52,93.27
MA,Product 7854,18,5.13
KE,Product 7855,59,33.67
KE,Product 7856,4,83.65
GH,Product 7857,75,21.97
ZA,Product 7858,11,9.87
NG,Product 7859,51,10.06
MA,Product 7860,55,84.16
GH,Product 7861,53,73.26
MA,Product 7862,50,52.13
NG,Product 7863,56,41.26
GH,Product 7864,60,95.61
KE,Product 7865,36,10.67
GH,Product 7866,88,59.06
KE,Product 7867,14,68.80
GH,Product 7868,70,41.86
KE,Product 7869,96,52.62
KE,Product 7870,84,51.65
GH,Product 7871,59,80.50
ZA,Product 7872,29,75.05
KE,Product 7873,37,33.34
ZA,Product 7874,91,66.65
GH,Product 7875,75,72.81
GH,Product 7876,5,10.64
ZA,Product 7877,38,57.53
ZA,Product 7878,84,33.74
GH,Product 7879,34,18.69
MA,Product 7880,58,64.25
NG,Product 7881,21,57.23
GH,Product 7882,57,62.46
GH,Product 7883,64,68.07
ZA,Product 7884,4,75.63
KE,Product 7885,44,8.52
ZA,Product 7886,77,97.33
NG,Product 7887,13,92.72
NG,Product 7888,3,61.34
KE,Product 7889,30,69.01
ZA,Product 7890,97,99.51
NG,Product 7891,9,90.65
GH,Product 7892,46,4.36
ZA,Product 7893,83,7.52
MA,Product 7894,87,97.48
ZA,Product 7895,58,1.87
MA,Product 7896,21,61.74
NG,Product 7897,69,41.55
MA,Product 7898,35,70.66
GH,Product 7899,45,58.20
GH,Product 7900,9,94.10
MA,Product 7901,1,92.28
GH,Product 7902,2,72.32
MA,Product 7903,74,13.08
NG,Product 7904,24,88.65
KE,Product 7905,60,76.15
GH,Product 7906,50,57.03
ZA,Product 7907,37,28.59
ZA,Product 7908,49,35.11
ZA,Product 7909,31,4.87
NG,Product 7910,54,9.06
ZA,Product 7911,30,3.13
ZA,Product 7912,48,33.08
NG,Product 7913,37,8.06
ZA,Product 7914,91,33.23
NG,Product 7915,19,32.65
KE,Product 7916,50,40.05
KE,Product 7917,19,81.71
NG,Product 7918,42,72.69
ZA,Product 7919,37,26.06
NG,Product 7920,93,31.83
MA,Product 7921,44,14.29
MA,Product 7922,7,60.51
KE,Product 7923,2,85.85
MA,Product 7924,61,71.97
ZA,Product 7925,43,91.00
NG,Product 7926,29,66.15
NG,Product 7927,7,22.79
NG,Product 7928,58,47.15
NG,Product 7929,4,41.28
KE,Product 7930,50,18.04
NG,Product 7931,42,31.25
KE,Product 7932,80,63.38
GH,Product 7933,57,90.53
MA,Product 7934,24,63.25
ZA,Product 7935,67,15.81
KE,Product 7936,75,75.63
NG,Product 7937,86,54.85
NG,Product 7938,97,98.01
ZA,Product 7939,37,37.01
GH,Product 7940,10,73.10
KE,Product 7941,70,77.60
NG,Product 7942,16,44.84
MA,Product 7943,2,96.55
KE,Product 7944,6,16.93
KE,Product 7945,45,69.49
NG,Product 7946,88,45.83
KE,Product 7947,73,69.03
KE,Product 7948,35,23.50
MA,Product 7949,46,85.88
KE,Product 7950,79,26.36
KE,Product 7951,41,14.36
GH,Product 7952,90,36.83
NG,Product 7953,70,7.00
NG,Product 7954,30,44.92
NG,Product 7955,65,10.85
ZA,Product 7956,87,77.36
MA,Product 7957,33,94.64
NG,Product 7958,82,5.33
MA,Product 7959,1,67.16
GH,Product 7960,73,45.14
KE,Product 7961,45,0.54
ZA,Product 7962,43,52.36
GH,Product 7963,60,84.44
ZA,Product 7964,60,10.70
KE,Product 7965,75,85.66
NG,Product 7966,45,82.01
MA,Product 7967,7,27.04
KE,Product 7968,67,71.26
MA,Product 7969,53,48.30
ZA,Product 7970,98,89.92
GH,Product 7971,58,28.00
ZA,Product 7972,82,90.91
NG,Product 7973,57,57.23
KE,Product 7974,46,57.02
GH,Product 7975,80,94.32
ZA,Product 7976,50,37.18
KE,Product 7977,75,75.22
MA,Product 7978,90,47.71
KE,Product 7979,24,99.61
ZA,Product 7980,99,36.49
ZA,Product 7981,9,19.08
KE,Product 7982,38,80.47
MA,Product 7983,72,67.42
KE,Product 7984,68,20.61
KE,Product 7985,36,26.94
NG,Product 7986,43,99.12
ZA,Product 7987,11,11.47
KE,Product 7988,54,91.95
ZA,Product 7989,11,69.08
NG,Product 7990,9,55.71
GH,Product 7991,46,38.81
ZA,Product 7992,9,28.43
NG,Product 7993,60,1.17
NG,Product 7994,95,92.14
NG,Product 7995,90,46.81
NG,Product 7996,54,31.42
GH,Product 7997,77,46.38
GH,Product 7998,29,26.75
MA,Product 7999,52,68.85
NG,Product 8000,3,25.00
MA,Product 8001,84,52.96
ZA,Product 8002,35,83.87
ZA,Product 8003,21,22.32
MA,Product 8004,2,86.90
NG,Product 8005,84,78.89
ZA,Product 8006,77,86.44
NG,Product 8007,87,5.47
ZA,Product 8008,69,72.27
MA,Product 8009,90,14.04
MA,Product 8010,36,95.36
KE,Product 8011,94,92.11
ZA,Product 8012,31,15.51
NG,Product 8013,42,68.57
NG,Product 8014,63,37.58
MA,Product 8015,24,76.99
NG,Product 8016,18,33.10
KE,Product 8017,8,8.40
GH,Product 8018,9,93.43
MA,Product 8019,85,44.02
KE,Product 8020,90,15.44
KE,Product 8021,88,14.31
MA,Product 8022,14,34.28
MA,Product 8023,43,83.63
MA,Product 8024,91,64.95
ZA,Product 8025,31,67.65
NG,Product 8026,61,19.32
MA,Product 8027,97,92.28
GH,Product 8028,16,96.16
ZA,Product 8029,67,51.85
NG,Product 8030,13,68.67
MA,Product 8031,62,28.96
NG,Product 8032,48,5.14
ZA,Product 8033,87,95.82
GH,Product 8034,74,24.22
KE,Product 8035,54,1.49
KE,Product 8036,85,47.38
GH,Product 8037,16,38.60
NG,Product 8038,9,22.41
NG,Product 8039,78,51.47
KE,Product 8040,21,63.95
ZA,Product 8041,0,2.91
KE,Product 8042,87,72.83
GH,Product 8043,28,1.88
KE,Product 8044,69,86.19
KE,Product 8045,4,81.97
NG,Product 8046,11,71.70
GH,Product 8047,51,9.54
ZA,Product 8048,99,89.42
NG,Product 8049,95,81.97
NG,Product 8050,29,43.45
KE,Product 8051,10,78.73
KE,Product 8052,42,16.45
MA,Product 8053,5,28.01
MA,Product 8054,1,28.93
KE,Product 8055,95,64.06
GH,Product 8056,78,68.15
GH,Product 8057,49,29.79
NG,Product 8058,49,7.21
KE,Product 8059,77,16.82
ZA,Product 8060,59,24.06
NG,Product 8061,85,24.03
ZA,Product 8062,39,93.46
KE,Product 8063,41,94.77
GH,Product 8064,2,73.49
GH,Product 8065,69,68.83
GH,Product 8066,11,9.17
KE,Product 8067,68,48.49
ZA,Product 8068,95,55.39
MA,Product 8069,7,5.24
MA,Product 8070,43,8.02
GH,Product 8071,69,41.31
ZA,Product 8072,75,44.85
KE,Product 8073,24,79.97
KE,Product 8074,41,81.88
KE,Product 8075,75,43.68
ZA,Product 8076,20,29.77
NG,Product 8077,31,82.14
GH,Product 8078,50,7.56
KE,Product 8079,15,97.91
GH,Product 8080,50,49.57
ZA,Product 8081,8,29.09
NG,Product 8082,96,91.50
NG,Product 8083,44,60.04
KE,Product 8084,33,80.17
NG,Product 8085,86,91.32
ZA,Product 8086,52,21.48
GH,Product 8087,35,0.84
MA,Product 8088,15,6.63
ZA,Product 8089,41,91.15
GH,Product 8090,68,35.72
NG,Product 8091,2,85.70
MA,Product 8092,7,69.37
GH,Product 8093,76,29.88
GH,Product 8094,52,71.59
ZA,Product 8095,22,38.60
MA,Product 8096,0,75.43
NG,Product 8097,2,24.92
NG,Product 8098,6,81.16
KE,Product 8099,70,39.07
MA,Product 8100,14,35.11
ZA,Product 8101,77,56.54
ZA,Product 8102,46,15.12
GH,Product 8103,20,2.54
ZA,Product 8104,4,34.97
MA,Product 8105,6,39.96
GH,Product 8106,42,19.03
KE,Product 8107,40,97.22
ZA,Product 8108,65,39.25
KE,Product 8109,35,50.93
KE,Product 8110,29,75.65
NG,Product 8111,13,90.14
MA,Product 8112,73,35.73
GH,Product 8113,81,82.50
NG,Product 8114,54,31.54
NG,Product 8115,80,98.99
ZA,Product 8116,28,92.54
NG,Product 8117,65,15.11
KE,Product 8118,48,93.52
ZA,Product 8119,58,46.31
ZA,Product 8120,56,35.37
MA,Product 8121,6,20.70
NG,Product 8122,38,34.91
KE,Product 8123,13,49.59
GH,Product 8124,34,15.70
ZA,Product 8125,24,77.71
NG,Product 8126,16,69.91
GH,Product 8127,16,30.05
NG,Product 8128,34,13.59
MA,Product 8129,8,77.34
MA,Product 8130,26,67.15
MA,Product 8131,81,25.13
NG,Product 8132,91,90.70
MA,Product 8133,95,70.14
KE,Product 8134,27,23.32
ZA,Product 8135,14,83.78
GH,Product 8136,18,44.23
GH,Product 8137,29,57.82
ZA,Product 8138,38,81.32
MA,Product 8139,21,6.78
KE,Product 8140,34,6.76
NG,Product 8141,5,14.52
NG,Product 8142,32,3.61
ZA,Product 8143,98,39.02
GH,Product 8144,47,6.56
NG,Product 8145,62,48.42
GH,Product 8146,73,5.68
ZA,Product 8147,83,57.13
KE,Product 8148,29,26.29
MA,Product 8149,77,36.83
KE,Product 8150,5,66.98
GH,Product 8151,74,13.47
GH,Product 8152,93,92.21
GH,Product 8153,70,92.09
ZA,Product 8154,32,30.30
GH,Product 8155,15,25.88
MA,Product 8156,91,23.88
NG,Product 8157,13,24.88
GH,Product 8158,93,34.23
KE,Product 8159,56,8.78
MA,Product 8160,3,32.46
KE,Product 8161,70,55.94
GH,Product 8162,94,81.45
ZA,Product 8163,76,91.82
KE,Product 8164,24,92.96
MA,Product 8165,67,12.26
KE,Product 8166,11,88.87
NG,Product 8167,74,93.02
ZA,Product 8168,83,46.03
NG,Product 8169,18,31.93
NG,Product 8170,17,95.09
KE,Product 8171,36,82.94
KE,Product 8172,11,31.37
MA,Product 8173,97,46.86
ZA,Product 8174,3,54.71
GH,Product 8175,49,67.05
ZA,Product 8176,89,21.87
ZA,Product 8177,2,43.56
NG,Product 8178,96,90.23
NG,Product 8179,41,0.65
ZA,Product 8180,58,1.43
ZA,Product 8181,52,55.14
KE,Product 8182,8,28.82
KE,Product 8183,34,93.99
KE,Product 8184,75,69.81
ZA,Product 8185,57,72.09
KE,Product 8186,74,6.28
GH,Product 8187,55,71.82
NG,Product 8188,57,50.59
KE,Product 8189,43,28.35
MA,Product 8190,12,91.88
GH,Product 8191,18,48.29
ZA,Product 8192,90,63.67
KE,Product 8193,59,23.74
ZA,Product 8194,8,19.95
MA,Product 8195,79,72.05
KE,Product 8196,99,39.87
MA,Product 8197,42,76.30
GH,Product 8198,76,51.13
KE,Product 8199,14,38.18
GH,Product 8200,5,80.91
GH,Product 8201,77,31.70
NG,Product 8202,34,89.40
GH,Product 8203,48,89.21
MA,Product 8204,5,93.37
ZA,Product 8205,24,89.69
GH,Product 8206,90,54.54
NG,Product 8207,81,75.45
NG,Product 8208,45,24.29
KE,Product 8209,70,8.87
MA,Product 8210,8,52.44
GH,Product 8211,66,26.40
GH,Product 8212,89,13.97
NG,Product 8213,73,88.88
KE,Product 8214,94,50.69
KE,Product 8215,27,5.04
GH,Product 8216,8,82.19
NG,Product 8217,5,87.63
NG,Product 8218,16,42.95
GH,Product 8219,2,13.59
ZA,Product 8220,55,32.56
MA,Product 8221,23,55.10
MA,Product 8222,39,44.47
ZA,Product 8223,97,59.48
NG,Product 8224,55,66.31
NG,Product 8225,65,72.88
GH,Product 8226,42,79.39
ZA,Product 8227,42,33.15
GH,Product 8228,56,37.56
GH,Product 8229,61,37.57
KE,Product 8230,32,88.87
GH,Product 8231,26,75.12
ZA,Product 8232,6,65.96
ZA,Product 8233,17,70.11
NG,Product 8234,86,5.14
ZA,Product 8235,75,93.25
MA,Product 8236,34,79.63
NG,Product 8237,38,67.54
KE,Product 8238,41,16.63
GH,Product 8239,91,99.64
ZA,Product 8240,48,5.72
KE,Product 8241,84,51.78
MA,Product 8242,72,16.51
ZA,Product 8243,37,54.93
KE,Product 8244,74,70.72
ZA,Product 8245,32,92.35
MA,Product 8246,88,76.41
GH,Product 8247,23,66.28
KE,Product 8248,35,60.34
KE,Product 8249,84,93.98
NG,Product 8250,73,91.46
GH,Product 8251,59,64.98
ZA,Product 8252,37,29.07
GH,Product 8253,69,85.15
ZA,Product 8254,24,34.20
ZA,Product 8255,5,13.61
ZA,Product 8256,49,66.29
NG,Product 8257,0,93.12
KE,Product 8258,77,26.89
NG,Product 8259,82,83.74
NG,Product 8260,25,64.01
GH,Product 8261,60,2.16
GH,Product 8262,42,54.11
MA,Product 8263,27,79.24
ZA,Product 8264,92,3.39
GH,Product 8265,8,40.11
ZA,Product 8266,59,59.24
MA,Product 8267,14,2.76
ZA,Product 8268,64,58.69
GH,Product 8269,18,97.63
GH,Product 8270,87,23.69
GH,Product 8271,61,15.04
KE,Product 8272,50,79.03
ZA,Product 8273,89,58.56
ZA,Product 8274,29,82.98
ZA,Product 8275,6,69.44
ZA,Product 8276,3,57.61
GH,Product 8277,58,14.61
NG,Product 8278,1,73.82
NG,Product 8279,8,67.32
KE,Product 8280,29,81.92
ZA,Product 8281,12,5.96
NG,Product 8282,79,32.71
NG,Product 8283,93,53.46
ZA,Product 8284,96,39.18
NG,Product 8285,30,89.40
ZA,Product 8286,95,47.32
KE,Product 8287,70,14.07
NG,Product 8288,22,31.24
ZA,Product 8289,83,9.88
KE,Product 8290,69,43.49
NG,Product 8291,65,21.81
KE,Product 8292,68,5.96
KE,Product 8293,41,67.70
ZA,Product 8294,46,96.33
KE,Product 8295,47,59.75
KE,Product 8296,35,32.83
NG,Product 8297,51,72.14
KE,Product 8298,81,80.84
MA,Product 8299,22,86.52
GH,Product 8300,50,52.81
ZA,Product 8301,5,82.52
ZA,Product 8302,64,22.26
GH,Product 8303,42,1.90
GH,Product 8304,46,72.88
ZA,Product 8305,10,47.09
KE,Product 8306,97,22.23
GH,Product 8307,28,35.36
MA,Product 8308,59,57.18
GH,Product 8309,82,46.68
KE,Product 8310,62,82.88
NG,Product 8311,61,5.63
ZA,Product 8312,44,38.42
GH,Product 8313,26,34.84
KE,Product 8314,29,65.84
MA,Product 8315,84,55.61
ZA,Product 8316,37,58.59
ZA,Product 8317,76,98.53
GH,Product 8318,9,62.00
ZA,Product 8319,79,78.82
GH,Product 8320,1,62.56
NG,Product 8321,62,64.35
ZA,Product 8322,33,51.63
MA,Product 8323,16,61.24
KE,Product 8324,25,61.68
ZA,Product 8325,62,75.84
NG,Product 8326,38,91.95
NG,Product 8327,21,63.37
GH,Product 8328,97,62.44
NG,Product 8329,99,67.74
KE,Product 8330,30,35.71
MA,Product 8331,86,56.74
KE,Product 8332,66,92.50
MA,Product 8333,45,2.77
KE,Product 8334,57,47.25
ZA,Product 8335,45,81.58
KE,Product 8336,13,75.39
NG,Product 8337,75,10.24
GH,Product 8338,19,68.55
MA,Product 8339,5,21.16
NG,Product 8340,90,29.55
ZA,Product 8341,2,0.96
GH,Product 8342,29,91.87
KE,Product 8343,76,32.19
NG,Product 8344,89,19.88
KE,Product 8345,77,44.01
KE,Product 8346,54,92.47
NG,Product 8347,21,39.36
NG,Product 8348,90,83.16
MA,Product 8349,90,48.87
KE,Product 8350,60,65.70
KE,Product 8351,96,51.57
NG,Product 8352,46,97.06
MA,Product 8353,66,5.74
MA,Product 8354,33,48.19
NG,Product 8355,15,8.34
ZA,Product 8356,39,21.35
GH,Product 8357,17,14.97
MA,Product 8358,27,0.96
MA,Product 8359,49,92.61
ZA,Product 8360,64,40.66
NG,Product 8361,75,25.30
MA,Product 8362,59,11.79
MA,Product 8363,56,68.97
KE,Product 8364,83,26.58
GH,Product 8365,26,47.49
MA,Product 8366,84,21.95
MA,Product 8367,31,27.20
GH,Product 8368,85,67.92
MA,Product 8369,46,95.20
GH,Product 8370,60,2.79
KE,Product 8371,50,98.36
KE,Product 8372,25,6.74
KE,Product 8373,15,40.27
KE,Product 8374,97,90.67
ZA,Product 8375,3,89.04
ZA,Product 8376,8,32.13
NG,Product 8377,7,56.30
ZA,Product 8378,75,39.21
ZA,Product 8379,13,1.23
MA,Product 8380,25,84.21
GH,Product 8381,57,56.99
MA,Product 8382,25,65.99
NG,Product 8383,73,17.50
GH,Product 8384,31,48.04
ZA,Product 8385,93,15.74
ZA,Product 8386,61,90.43
KE,Product 8387,15,50.10
ZA,Product 8388,46,93.86
NG,Product 8389,70,95.76
NG,Product 8390,47,64.09
MA,Product 8391,29,79.49
KE,Product 8392,12,21.29
MA,Product 8393,95,85.84
MA,Product 8394,20,96.75
MA,Product 8395,8,75.09
GH,Product 8396,68,71.76
MA,Product 8397,66,51.32
NG,Product 8398,81,24.21
NG,Product 8399,69,87.06
NG,Product 8400,38,91.26
KE,Product 8401,28,30.61
MA,Product 8402,70,42.53
MA,Product 8403,72,54.58
KE,Product 8404,75,83.61
ZA,Product 8405,98,39.46
KE,Product 8406,28,53.28
NG,Product 8407,37,56.37
KE,Product 8408,45,27.62
KE,Product 8409,34,36.43
KE,Product 8410,47,95.75
NG,Product 8411,92,43.73
NG,Product 8412,68,74.64
GH,Product 8413,69,86.93
NG,Product 8414,65,45.93
ZA,Product 8415,44,75.05
KE,Product 8416,96,95.78
GH,Product 8417,46,28.81
MA,Product 8418,7,50.61
MA,Product 8419,19,82.21
NG,Product 8420,38,56.76
KE,Product 8421,82,38.10
NG,Product 8422,96,25.44
KE,Product 8423,2,80.03
KE,Product 8424,27,54.33
ZA,Product 8425,57,8.48
MA,Product 8426,27,47.82
NG,Product 8427,53,43.17
NG,Product 8428,7,66.85
NG,Product 8429,96,95.50
NG,Product 8430,93,14.54
GH,Product 8431,57,67.68
MA,Product 8432,43,65.90
GH,Product 8433,21,59.11
ZA,Product 8434,94,28.13
NG,Product 8435,49,59.87
ZA,Product 8436,23,4.02
GH,Product 8437,0,23.27
KE,Product 8438,49,88.98
ZA,Product 8439,69,27.86
KE,Product 8440,41,38.06
GH,Product 8441,32,94.70
NG,Product 8442,79,99.34
GH,Product 8443,67,48.05
NG,Product 8444,83,77.80
MA,Product 8445,13,77.37
ZA,Product 8446,72,57.45
ZA,Product 8447,58,80.85
GH,Product 8448,94,86.16
KE,Product 8449,14,71.33
GH,Product 8450,82,60.43
KE,Product 8451,15,63.96
MA,Product 8452,14,15.91
MA,Product 8453,79,9.01
MA,Product 8454,31,26.58
NG,Product 8455,63,19.28
NG,Product 8456,45,55.82
ZA,Product 8457,45,88.91
MA,Product 8458,76,46.15
ZA,Product 8459,52,68.75
GH,Product 8460,8,60.83
ZA,Product 8461,72,63.58
NG,Product 8462,71,71.79
ZA,Product 8463,50,56.30
ZA,Product 8464,58,16.41
NG,Product 8465,16,99.32
ZA,Product 8466,49,1.46
NG,Product 8467,97,23.83
KE,Product 8468,92,18.02
KE,Product 8469,41,7.13
MA,Product 8470,1,74.70
KE,Product 8471,24,66.04
NG,Product 8472,40,98.96
GH,Product 8473,40,34.62
GH,Product 8474,97,47.48
GH,Product 8475,18,75.22
GH,Product 8476,17,20.40
ZA,Product 8477,50,89.19
NG,Product 8478,90,92.03
MA,Product 8479,9,67.02
MA,Product 8480,24,82.42
KE,Product 8481,18,87.11
ZA,Product 8482,58,38.46
GH,Product 8483,64,49.99
MA,Product 8484,63,72.15
ZA,Product 8485,95,82.76
GH,Product 8486,33,33.50
GH,Product 8487,18,48.69
ZA,Product 8488,13,44.85
NG,Product 8489,57,44.24
NG,Product 8490,55,88.26
GH,Product 8491,9,62.22
MA,Product 8492,0,2.52
GH,Product 8493,54,74.15
KE,Product 8494,67,19.75
NG,Product 8495,10,56.48
MA,Product 8496,47,26.63
MA,Product 8497,96,88.92
ZA,Product 8498,28,40.67
MA,Product 8499,62,96.72
MA,Product 8500,41,54.95
MA,Product 8501,98,15.44
MA,Product 8502,31,60.68
ZA,Product 8503,26,39.97
NG,Product 8504,52,42.80
MA,Product 8505,80,7.88
KE,Product 8506,63,79.72
NG,Product 8507,75,6.88
ZA,Product 8508,42,37.09
NG,Product 8509,98,86.91
KE,Product 8510,76,95.77
GH,Product 8511,19,48.91
ZA,Product 8512,55,54.81
ZA,Product 8513,78,45.69
ZA,Product 8514,12,0.92
KE,Product 8515,69,91.58
KE,Product 8516,12,10.85
ZA,Product 8517,61,24.11
MA,Product 8518,82,37.12
MA,Product 8519,51,45.66
GH,Product 8520,87,46.74
GH,Product 8521,78,27.37
GH,Product 8522,69,94.61
GH,Product 8523,55,59.19
NG,Product 8524,47,13.06
KE,Product 8525,57,53.82
NG,Product 8526,26,35.61
ZA,Product 8527,51,30.19
GH,Product 8528,87,67.88
KE,Product 8529,54,9.86
NG,Product 8530,23,50.87
MA,Product 8531,2,50.47
MA,Product 8532,20,2.49
GH,Product 8533,11,5.34
ZA,Product 8534,56,72.71
MA,Product 8535,32,52.62
GH,Product 8536,93,7.07
GH,Product 8537,28,51.39
GH,Product 8538,16,76.82
KE,Product 8539,57,64.87
NG,Product 8540,9,71.97
MA,Product 8541,82,11.35
MA,Product 8542,64,31.39
MA,Product 8543,9,13.01
GH,Product 8544,80,56.77
MA,Product 8545,68,38.43
GH,Product 8546,25,71.09
ZA,Product 8547,44,93.30
GH,Product 8548,72,74.40
KE,Product 8549,36,42.76
NG,Product 8550,65,64.42
NG,Product 8551,3,92.73
KE,Product 8552,23,25.13
GH,Product 8553,66,68.44
MA,Product 8554,42,71.75
NG,Product 8555,39,47.29
NG,Product 8556,59,74.90
MA,Product 8557,13,13.83
ZA,Product 8558,90,89.04
KE,Product 8559,97,5.18
KE,Product 8560,76,20.04
ZA,Product 8561,68,57.17
MA,Product 8562,53,5.10
GH,Product 8563,54,6.68
MA,Product 8564,8,18.04
NG,Product 8565,87,59.87
ZA,Product 8566,81,3.19
NG,Product 8567,5,90.31
KE,Product 8568,58,1.50
KE,Product 8569,23,44.97
KE,Product 8570,55,62.55
MA,Product 8571,38,2.90
NG,Product 8572,13,19.50
GH,Product 8573,85,82.23
GH,Product 8574,77,97.65
NG,Product 8575,45,12.54
NG,Product 8576,93,74.96
GH,Product 8577,98,8.14
ZA,Product 8578,23,48.74
GH,Product 8579,47,67.89
ZA,Product 8580,34,35.33
NG,Product 8581,64,88.27
GH,Product 8582,48,67.66
MA,Product 8583,70,74.51
MA,Product 8584,83,73.86
GH,Product 8585,91,59.29
NG,Product 8586,27,1.53
NG,Product 8587,97,99.95
MA,Product 8588,60,35.74
NG,Product 8589,62,41.08
ZA,Product 8590,89,75.09
ZA,Product 8591,4,64.29
ZA,Product 8592,83,99.19
GH,Product 8593,94,66.68
KE,Product 8594,17,94.32
MA,Product 8595,88,25.30
MA,Product 8596,51,56.68
KE,Product 8597,48,54.15
GH,Product 8598,58,2.61
KE,Product 8599,83,5.89
NG,Product 8600,1,46.87
MA,Product 8601,4,0.66
GH,Product 8602,8,37.67
MA,Product 8603,15,94.80
MA,Product 8604,82,27.15
ZA,Product 8605,70,2.94
GH,Product 8606,44,64.97
GH,Product 8607,17,81.35
MA,Product 8608,24,69.84
ZA,Product 8609,25,0.43
ZA,Product 8610,19,40.84
ZA,Product 8611,56,48.94
GH,Product 8612,36,7.86
KE,Product 8613,75,42.71
KE,Product 8614,75,83.07
NG,Product 8615,39,3.75
KE,Product 8616,19,88.38
KE,Product 8617,7,11.01
GH,Product 8618,27,63.58
GH,Product 8619,36,71.80
KE,Product 8620,92,80.91
GH,Product 8621,21,63.26
ZA,Product 8622,64,85.25
NG,Product 8623,89,29.16
KE,Product 8624,85,29.32
GH,Product 8625,48,32.97
NG,Product 8626,0,92.65
MA,Product 8627,1,44.42
GH,Product 8628,14,97.42
KE,Product 8629,73,1.33
NG,Product 8630,11,34.06
MA,Product 8631,44,7.26
KE,Product 8632,94,39.79
MA,Product 8633,17,68.96
MA,Product 8634,64,4.92
GH,Product 8635,48,3.56
GH,Product 8636,1,65.16
NG,Product 8637,82,21.45
NG,Product 8638,10,32.25
NG,Product 8639,7,32.16
GH,Product 8640,93,2.15
ZA,Product 8641,12,37.11
GH,Product 8642,61,59.08
MA,Product 8643,31,64.55
ZA,Product 8644,25,41.53
GH,Product 8645,0,43.39
MA,Product 8646,0,65.63
NG,Product 8647,63,48.06
GH,Product 8648,9,60.37
MA,Product 8649,10,59.40
KE,Product 8650,58,77.00
ZA,Product 8651,85,1.48
KE,Product 8652,50,1.37
NG,Product 8653,78,53.88
KE,Product 8654,3,28.27
NG,Product 8655,13,21.81
NG,Product 8656,77,46.70
NG,Product 8657,2,38.36
GH,Product 8658,15,20.42
NG,Product 8659,27,23.42
GH,Product 8660,52,80.21
NG,Product 8661,7,36.36
NG,Product 8662,22,44.54
MA,Product 8663,28,40.27
ZA,Product 8664,24,7.52
GH,Product 8665,13,98.80
GH,Product 8666,81,37.33
MA,Product 8667,15,47.93
MA,Product 8668,1,43.73
MA,Product 8669,80,21.63
KE,Product 8670,66,48.23
GH,Product 8671,32,25.02
MA,Product 8672,44,93.56
GH,Product 8673,49,71.43
MA,Product 8674,21,41.20
NG,Product 8675,57,86.41
MA,Product 8676,81,80.67
KE,Product 8677,46,3.25
ZA,Product 8678,21,74.65
MA,Product 8679,86,93.04
ZA,Product 8680,12,65.12
KE,Product 8681,16,19.81
GH,Product 8682,43,41.91
NG,Product 8683,52,61.56
MA,Product 8684,19,25.89
